시도,지역,차종,비고,신청가능여부,잔여대수
경북,포항시,전기승용,"경북 포항시 전기승용 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 809 (105) (30) (93) (581) 1139 (350) (19) (93) (677) 946 (280) (16) (93) (557) 0 (0) (14) (0) (24) ★ 2026년 상반기(2차) 포항시 전기자동차 보급사업 ★ * 신청서류접수마감 ( 5/8일 금요일) 1. 사업내용 : 전기자동차 신규 등록 시 구매 보조금 지원 2. 사 업 량 : 450대 【 승용 350, 화물 100 】 ※ 보급대수는 예산 집행 사정에 따라 변경될 수 있음 3. 사업(접수)기간 : 2026. 5. 8.(금) 10:00 ~ 2026. 6. 12.(금) 18:00 - 예산 소진 시 조기마감 4. 대상차량 : 기후에너지환경부 보조금 승인 확정 차량 5. 지원금액 : 붙임 공고문 참조 6. 지원방법 : 차량 제작 판매사를 통한 구매계약, 보조금 지원 신청 (※ 기후에너지환경부 무공해차 구매보조금 지원시스템 이용)",마감,
경북,경주시,전기승용,"경북 경주시 전기승용 본공고 1 본공고 3 추경1차 2 추경1차 3 *일반: 출고등록순 *우선: 출고등록순 818 (122) (0) (60) (636) 811 (234) (25) (60) (492) 810 (233) (25) (60) (492) 8 (0) (0) (0) (144) -경주시 하반기사업 : 8월초 예정(정확한 접수일정은 공고문확인바랍니다.) 승용250대 화물90대 예정 - 2026년 상반기 추가사업 공고 - --------마감 ㅇ 접수기간 : 5월 18일 (월) 10:00 ~ 예산소진시 *5월 18일부터 신청서 검토 후 19일 저녁 일괄 자격부여 -> 20일 아침 9시부터 대상자선정요청 가능 - 신청서는 18일,19일 양일간 천천히 접수하시고, 20일 오전 9시에 대상자선정요청하실때 그때 빠르게 신청하시면됩니다 ㅇ 보급대수 : 승용250대, 화물50대 (상반기 보조금 지원단가를 기준으로 산정된 대수로, 실제보급대수와 차이 있을 수 있습니다.)",마감,
경북,김천시,전기승용,"경북 김천시 전기승용 본공고 1 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 600 (0) (0) (0) (600) 559 (185) (11) (21) (342) 559 (185) (11) (21) (342) 41 (0) (0) (0) (258) ★★★ 2차 물량 ""승용, 화물"" 마감 ★★★ 하반기 추가공고는 미정입니다. (추경 후 8월 예상) ★기타 자세한 사항은 공고문 확인 ★전환지원금 관련 서류(""보조금지급신청""시 까지 제출) [공통]자동차등록원부(갑부) (수출말소·폐차) 자동차말소사실증명서 (매도) 자동차양도증명서, 가족관계증명서 ★★★순차적으로 처리하오니 원활한 진행을 위해 처리독촉 전화 자제 부탁드립니다",마감,
경북,안동시,전기승용,"경북 안동시 전기승용 추경2차 1 추경2차 2 추경2차 3 *일반: 출고등록순 *우선: 출고등록순 1020 (32) (0) (3) (985) 581 (190) (5) (12) (374) 550 (180) (5) (11) (354) 470 (0) (0) (0) (631) ★ 2026년 안동시 전기자동차 보급사업(3차) ★ ○ 신청기간 : 2026. 7. 3.(금) 10:00 ~ * 예산 소진 시 조기 마감 ○ 보급대수 : 승용 400대, 화물 30대, (소형 기준)승합 12대 * 예산 범위 내 변동 가능 ○ 기타 자세한 내용은 공고문 참조(1번 PDF, 2번 한글, 3번 보조금) - 대상자 선정 전 차량 출고(등록) 시 보조금 지급 불가 - 전환지원금 대상 차량의 처분은 보조금 지급 신청 전까지 완료 - 제조, 판매사는 신청에 관련된 모든 사항을 정확히 입력 - 원활한 업무 처리를 위해 접수일 전화 문의 자제 - 서류는 이번 공고문 기준으로 작성(아닐 시 보완 처리) - 7월 3일 당일 출고는 불가하니 참고하시기를 바랍니다",마감,
경북,구미시,전기승용,"경북 구미시 전기승용 추경1차 1 추경1차 2 추경1차 3 *일반: 출고등록순 *우선: 출고등록순 1041 (105) (0) (23) (913) 1387 (475) (25) (51) (836) 1048 (357) (19) (42) (630) 0 (0) (0) (0) (283) ★ 구미시 1, 2차 승용, 화물 접수 마감 ★ 무공해차 통합누리집 출고잔여대수와 실제 잔여대수는 일치하지 않습니다. ★ 2차 공고는 조기마감이 예상되므로 10일 이내 출고가능한 차량은 신청당일 접수해주시고, 서류 검토 및 자격부여 후 6월 8일(월) 오전 9시부터 지원가능요청 순서대로 예산범위 내에서 대상자 선정 예정 ★ 신청서류 미비로 인한 보완요청 시 검토 순번이 후순위로 밀릴 수 있으니 대리점에서는 접수 시 누락된 서류 및 오기재가 없는지 필히 확인하여 주시기 바랍니다. - 모든 서류 신청일 기준 30일 이내 발급분에 한해 인정되며, 신청서 및 첨부서류 일체를 하나의 PDF파일로 제출 ★ 전환지원금, 경유화물차 보유자 성능보조금 차감에 따른 지방비 금액 등은 시스템상 자동계산된 금액으로 반영 예정 ※ 구미시 전기자동차 보급사업 2차 공고 - 보급대수 : 530대(승용 450, 화물 74, 승합 6) - 신청기간 : 2026. 6. 5.(금) 10:00 ~ 8. 31.(월) - 신청방법 : 전기자동차 제작수입사를 통해 신청",마감,
경북,영주시,전기승용,"경북 영주시 전기승용 본공고 1 *일반: 출고등록순 *우선: 출고등록순 470 (47) (0) (23) (400) 467 (152) (7) (11) (297) 429 (142) (6) (8) (273) 41 (0) (0) (15) (127) <2026년 전기자동차 구매지원 사업 2차 공고> 1. 접수기간 : 2026. 5. 19.(화) 14:00 ~ 예산소진 시까지 2. 2차 보급대수 : 404대(승용300대, 화물100대, 개인승합 4대) ※ 지원 차종 및 국비 추가 지원 등 예산소진 현황에 따라 총 보급물량은 변동 가능 --------------------------------------------------------------------------------------------- 2026.5.27. 13:00 기준 승용 일반 마감되었습니다. 현재 택시만 받고있습니다. 추후 선정자 중 취소차량 발생시 지원가능확인순서대로 선정할 예정입니다. --------------------------------------------------------------------------------------------- 3. 신청대상 및 자격조건 - 영주시에 3개월 이상 연속하여 주소를 둔 만 18세 이상의 개인 또는 개인사업자 - 영주시 내 위치한 법인, 단체 및 기관 4.대상자 선정 : 출고등록순 5. 문 의 처 : 영주시청 환경보호과 (☎ 054-639-6757) ※ 기타 자세한 내용은 공고문(붙임 파일) 확인바랍니다. ※ 시스템 접수 순으로 서류검토 중입니다. 독촉여부와 상관없이 접수된 순서대로 처리하오니 이 점 참고바랍니다. ※ 지원가능확인요청 순으로 예산범위 내에서 대상자로 확정되며 대리점에서 지원가능확인요청을 누른 시점을 기준으로 순서가 결정됩니다. ★★★★★★★★ 공고문 반드시 확인하시기 바라며, 변경된 지원신청 서류를 확인하시기 바랍니다.★★★★★★★★★",마감,
경북,영천시,전기승용,"경북 영천시 전기승용 본공고 1 본공고 2 본공고 3 *일반: 출고등록순 *우선: 출고등록순 300 (46) (0) (14) (240) 216 (63) (6) (4) (143) 167 (48) (5) (4) (110) 133 (0) (0) (10) (130) ←통합누리집의 잔여대수와 실제 잔여대수 차이 있을 수 있음. ★ (상반기)승용 일반, 우선순위 마감 (택시 잔여대수 - 대) ★ 차종별 단가 및 추가지원금 적용 여부에 따라 실제 지원 대수는 변동될 수 있음 ㅇ 상반기 보급대수 : 승용 150대, 화물 75대, 승합 5대 ㅇ 2차 보급대수 : 승용 150대, 화물 75대, 승합 5대 ※ 보급대수는 보급여건 및 예산범위 내에서 변동될 수 있으며 전기이륜은 별도 공고",마감,
경북,상주시,전기승용,"경북 상주시 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 600 (0) (0) (0) (600) 349 (103) (9) (2) (235) 328 (97) (8) (2) (221) 272 (0) (0) (0) (379) 승용, 화물 1차 ,2차 마감 3차 사업은 미정(만약 할 예정이면 공고) 마감, 3차 사업 문의 하지 말아주세요(전화가 너무 많이 옵니다)",마감,
경북,문경시,전기승용,"경북 문경시 전기승용 본공고 1 본공고 2 본공고 3 *일반: 출고등록순 *우선: 출고등록순 250 (10) (0) (15) (225) 189 (54) (2) (3) (130) 178 (52) (2) (3) (121) 72 (0) (0) (12) (104) 승용, 화물 마감",마감,
경북,경산시,전기승용,"경북 경산시 전기승용 본공고 1 본공고 2 본공고 3 *일반: 출고등록순 *우선: 출고등록순 700 (70) (0) (35) (595) 479 (138) (11) (16) (314) 465 (132) (11) (16) (306) 235 (0) (0) (19) (289) 1. 접수기간 : 2026. 02. 03.(화) 10:00~ 예산 소진시까지 2. 사 업 량(상반기) : 승용 700대, 화물 140대, 버스 5대, 어린이버스2대 **2026년도 상반기 전기승용, 화물 신청마감되었습니다. 7월 중에 하반기 공고예정입니다** 첨부파일1) 상반기 공고문 첨부파일2) 차종별 지원금 및 전환지원금 첨부파일3)자동차양도증명서 (자동차매매업자 거래용) 첨부파일4)자동차양도증명서 (양도인 양수인 직접 거래용)",마감,
경북,의성군,전기승용,"경북 의성군 전기승용 본공고 1 본공고 2 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 250 (24) (0) (12) (214) 142 (44) (3) (0) (95) 135 (42) (2) (0) (91) 115 (0) (0) (12) (123) ※ 2차 접수 마감되었습니다. 9월 1,2주 3차접수 예정(단가기준 100대) 잔여물량, 추가접수 등에 대한 유선 문의 자제 부탁드립니다. 단순 민원(접수확인, 추가보조금금액 문의 등)은 공고문 및 통합누리집을 참고해주시기 바랍니다.",마감,
경북,청송군,전기승용,"경북 청송군 전기승용 본공고 1 본공고 2 본공고 3 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 150 (10) (0) (10) (130) 91 (29) (1) (1) (60) 88 (28) (0) (1) (59) 62 (0) (0) (9) (71) *차종별 보조금액은 무공해차 통합관리시스템에서 확인 -무공해차 통합누리집-구매 및 지원- 구매보조금 지금현황- 세부차종 선택(전기승용/전기화물/전기승합)-조회- 지자체 차종별 보조금 선택- 청송군 찾아서 '조회' *차종별 보조금의 차이, 국비 추가 보조금 지원여부, 국비 교부 상황등에 따라 실제 보급대수는 변동 될 수 있음. ※ 민원전화로 인해 업무처리가 지연될 수 있습니다. 처리독촉전화 자제 부탁드립니다. ※ 당일 접수 후 출고는 여건에 따라 불가능할 수 있으므로 반드시 출고 1일전 접수 바랍니다.",확인필요,
경북,영양군,전기승용,경북 영양군 전기승용 본공고 1 본공고 2 *일반: 접수순 *우선: 접수순 49 (10) (0) (10) (29) 55 (13) (0) (0) (42) 46 (11) (0) (0) (35) 3 (0) (0) (10) (0),확인필요,
경북,영덕군,전기승용,"경북 영덕군 전기승용 본공고 1 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 180 (18) (0) (9) (153) 113 (25) (2) (1) (85) 63 (16) (0) (0) (47) 117 (2) (0) (9) (106) <2026년 영덕군 전기자동차 구매지원 사업 공고> ***승용, 화물 1차 접수 마감*** ★★ 추가 공고 일정: 6/12(금) / 승용 100대, 화물 60대 ★★ ※ 신청(접수)기간: 6/18(목) 10:00 ~ 12/4(금) (예산 소진 시 사업 종료) *(2차) 신청번호 : 승용 69번부터 시작 / 화물 16번부터 시작 ** (2차) 신청 기준 잔여 대수: 승용 7대/ 화물 9대 (변동 가능) 6/26 기준 ☆담당자 1명이 전기자동차 보조금 등 업무를 맡고 있습니다. 양해 부탁드립니다. ◀왼쪽의 잔여대수와 실 잔여대수는 다릅니다.",마감,
경북,청도군,전기승용,"경북 청도군 전기승용 본공고 1 추경1차 1 추경2차 1 추경2차 2 추경2차 3 *일반: 출고등록순 *우선: 출고등록순 200 (12) (0) (6) (182) 130 (31) (2) (1) (96) 122 (28) (2) (1) (91) 78 (0) (0) (5) (91) <2026년 전기자동차 보급지원 사업 3차 공고> ○ 접수기간 : 26. 7. 2.(목) 09:00 ~ 예산 소진시까지 ○ 자격부여 : 26. 7. 2.(목) ~ ○ 지원가능 확인요청(승용): 26. 7. 6.(월) 10:00 ~ ○ 지원가능 확인요청(화물): 26. 7. 6.(월) 11:00 ~ ○ 지원가능 확인요청(승합): 26. 7. 6.(월) 11:00 ~ -3차 보급대수 : 202대(승용140대, 화물60대,승합2대) ※ 보급대수는 예산편성 단가기준 수량이며, 신청 차종에 따라 보조금이 상이하므로 실제 물량은 공고문 확인 요망. - 선정기준 : 차량 출고 등록순(지원가능여부요청순) ※ 자격부여는 대상자 확정이 아니며, 지원가능여부 요청순에 따라 대상자 확정 진행합니다. - 자격부여 및 대상자 선정 후 문자통보 없음, 시스템 직접 확인 요망 - 스타리아(승용, 화물, 승합) 보조금 반영 / 스타리아-""승합""은 ""개인""만 가능합니다. - 문 의 처 : 청도군청 환경산림과 (☎ 054-370-2185)",마감,
경북,고령군,전기승용,"경북 고령군 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 180 (0) (0) (0) (180) 101 (24) (6) (0) (71) 87 (21) (6) (0) (60) 93 (0) (0) (0) (120) [2026년 고령군 전기자동차 상반기 2차 보급사업] -신청기간: 2026. 5. 27.(수) 10:00 - 2026. 6. 30.(화) 18:00 ※예산 소진시 조기 마감 -지원대수: 70대(승용50대, 화물20대) -대상자 선정: 출고·등록 순 -지원대상: 신청서 접수일 기준 고령군에 60일 이상 연속하여 거주하거나 고령군에 60일 이상 사무소를 두고 사업자 등록을 한 자로서 관련 요건을 충족한 자(자세한 요건 공고문 참조) - 기타 자세한사항은 공고문을 참조하시기 바랍니다. ※ 공고문 및 차종별 지원금 확인 경로 :고령군청 홈페이지 > 대가야고령 > 고령알리미 > 고시/공고 ◀◀왼쪽의 잔여대수와 실잔여대수는 다릅니다. ------------------------------------------------------------------------------------------------------ 고령군 상반기2차 민간보급사업 승용 26.06.08. 11:06 / 화물 26.05.28. 16:00 마감했습니다. ------------------------------------------------------------------------------------------------------",마감,
경북,성주군,전기승용,"경북 성주군 전기승용 본공고 1 본공고 2 본공고 3 추경1차 1 추경1차 2 추경1차 3 *일반: 출고등록순 *우선: 출고등록순 189 (40) (0) (3) (146) 192 (56) (11) (0) (125) 181 (54) (11) (0) (116) 8 (0) (0) (3) (30) ★ 전기승용(보조예산금액으로 산정함) 하반기 접수(신청) 받습니다. 2026. 5. 11(월) 09:00부터 지원접수 순서가 아닌 차량 출고등록순으로 대상자 선정됨을 알려드리며, 동일일자일 경우, 지원가능 확인 요청순으로 대상자 선정 예정임을 알려드립니다. ★ 검토 및 대상자 선정을 순차적으로 처리되오니, 원활한 업무처리를 위해 단순 접수 알림, 처리 독촉 문의는 자체 부탁드립니다. [2026년 하반기 성주군 전기자동차 보급사업 안내] ○ 접수기간 : 2026. 5. 11.(월) 09:00 ~ 12. 10.(목) 18:00 ※ 보급대수는 보조금 차등 지원 및 구매 수요에 따라 변동, 예산소진시 보급대수와 관계없이 신청(접수) 마감 ○ 지원대수 : 승용 90대[55대), 화물 58대{50대), 승합 2대 ※ 차종별 차등 지원으로 예산범위 내 보급대수는 조정될 수 있음. **[ }은 보조금 차등 지원에 따른 실제 보급 예상대수(**변동될 수 있음.) ★ 전환지원금은 ""개인""만 신청 가능하며, 신청단계에서 전환지원금 여부 선택 후 지급 신청 전까지 판매 및 폐차 관련 서류 제출 - 전환지원금 관련 서류(""보조금지급신청""시 까지 제출) (공 통) 자동차등록원부(갑부) (수출말소·폐차) 자동차말소사실증명서 - 계약서에 출고예정일 필히 기재 - 지원가능확인 요청 단계에서 차량 배정 내역 등 출고예정증빙 자료 첨부 - 대상자 선정 전 차량 출고(등록) 시 보조금 지급 불가 - 전환지원금 대상 차량의 처분은 차량등록일로부터 10일 이내 완료(지급 신청 전) - 제조, 판매사는 신청에 관련된 모든 사항을 정확히 입력 ★ 기타 자세한 사항은 공고문 확인",마감,
경북,칠곡군,전기승용,"경북 칠곡군 전기승용 추경2차 1 추경2차 2 추경2차 3 *일반: 출고등록순 *우선: 출고등록순 396 (41) (0) (21) (334) 257 (54) (20) (14) (169) 255 (52) (20) (14) (169) 141 (0) (0) (7) (165) ◎ 칠곡군 전기자동차 보급사업(3차) 1. 신청기간 - 서류접수: 7. 1.(수) ★서류접수는 천천히 하셔도 됩니다. 지원가능 확인요청 순으로 선정됩니다. - 자격부여: 7. 2.(목) ~ 7. 3. (금) - 지원가능 확인요청(승용): 7. 6.(월) 09:00 ~ - 지원가능 확인요청(화물): 7. 7.(화) 09:00 ~ 2. 보급대수: 승용 40대, 화물 10대, 승합 5대 정도 ※ 자세한 내용은 공고문 참고 ○ 지원가능확인요청 순으로 예산범위 내에서 대상자 확정 ○ 보급대수는 예산편성 단가기준 수량이며, 신청 차종에 따라 보조금이 상이하므로 실제 물량은 공고 물량과 다를 수 있음 ○ 보급여건 및 예산증감에 따라 보급대수 변동가능 ○ 문의처: 054-979-6757",확인필요,
경북,예천군,전기승용,"경북 예천군 전기승용 본공고 1 *일반: 출고등록순 *우선: 출고등록순 100 (10) (5) (5) (80) 193 (71) (6) (0) (116) 117 (42) (3) (0) (72) 0 (0) (2) (5) (8) 예천군은 현재 예산이 없는 상태이며, 9월 추경을 통해 지원 가능한 예산 범위를 파악할 수 있을 예정입니다. 전기자동차 보급사업 지원 신청은 6월 30일까지 가능합니다.",확인필요,
경북,봉화군,전기승용,경북 봉화군 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 110 (17) (0) (0) (93) 113 (34) (0) (1) (78) 86 (27) (0) (1) (58) 24 (0) (0) (0) (35),확인필요,
경북,울진군,전기승용,경북 울진군 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 187 (20) (0) (10) (157) 178 (56) (3) (2) (117) 156 (53) (3) (2) (98) 31 (0) (0) (8) (59),확인필요,
경북,울릉군,전기승용,"경북 울릉군 전기승용 본공고 1 본공고 2 *일반: 접수순(초과시 출고등록순) *우선: 접수순(초과시 출고등록순) 101 (0) (0) (13) (88) 100 (14) (1) (13) (72) 97 (14) (1) (13) (69) 4 (0) (0) (0) (19) 사업기간 : 2026. 2. 9.(월) 09:00 ~ 6.30.(화) 18:00/예산 소진 시 조기마감 사 업 량 : 총 140대 - 전기승용 130대(일반 110대, 우선순위 7대, 택시 13대) - 전기화물 10대(일반 7대, 택배 1대, 우선순위 1대, 중소기업 1대) 보 조 금 : 승용 1,872만원(최대), 화물 2,968만원(최대) ※ 전기이륜차는 지침 확정 후 별도 공고 예정 문 의 처 : 울릉군 환경위생과(054-790-6183)",마감,
경남,창원시,전기승용,경남 창원시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 추경1차 3 *일반: 출고등록순 *우선: 출고등록순 2500 (240) (0) (120) (2140) 2572 (244) (37) (121) (2170) 2294 (242) (32) (117) (1903) 206 (0) (0) (3) (237) ★ 2차모집 접수 마감되었습니다( 추가 공고 및 계획 등 관련 문의는 8월 말~ 9월초에 해주시기 바랍니다.) ◀ 왼쪽의 잔여대수와 실제 잔여대수는 차이가 있습니다. 대상자 선정은 출고가 빠른 순으로 진행되며 잔여대수 확인 전화는 자제 부탁드립니다!!!,마감,
경남,진주시,전기승용,경남 진주시 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 650 (65) (0) (25) (560) 721 (244) (8) (41) (428) 688 (235) (8) (38) (407) 0 (0) (0) (0) (153) ◀◀왼쪽의 잔여대수와 실 잔여대수는 다릅니다 ◀◀◀◀진주시 전기승용 2차분까지 마감되었습니다 ※ 3차일정은 8월중에 문의바랍니다,마감,
경남,통영시,전기승용,"경남 통영시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 260 (14) (0) (14) (232) 299 (98) (4) (28) (169) 252 (81) (3) (28) (140) 8 (0) (0) (0) (92) 전기승용 접수 마감 전기화물 접수 마감 ◀◀◀왼쪽의 잔여대수와 실 잔여대수는 다릅니다. ※3차공고 시기, 차종별 물량은 현재 정해지지 않았으며 시 재정상황 등을 고려하여 공고여부가 하반기 결정될 예정이니 참고하시기 바랍니다. [통영시 전기자동차 보급사업 시행 공고(2차)] ○ 신청기간 : 2026. 5. 11.(월) ~ 예산 소진 시까지 - (전기승용): 2026. 5. 11.(월) 14:00 접수 시작 - (전기화물): 2026. 5. 11.(월) 10:00 접수 시작 ※접수일 당일 신청자가 많을 경우 당일 대상자 선정 및 출고 불가할 수 있으니 독촉 전화는 삼가해 주시기 바랍니다. ※ 예산 소진 시 조기 마감될 수 있습니다. ○ 보급대수 : 120대 - (전기승용) 110대(일반 98, 우선순위 6, 택시 6) - (전기화물) 10대(일반 10) ※보조금 차종별 차등지원에 따라 예산 범위 내 보급되며, 보급대수는 변동될 수 있음 ○ 대상자선정 : 출고등록순 ○ 신청방법 : 전기자동차 제작수입사(대리점 등)를 통해 신청 ○ 문 의 처 : 통영시 기후대기팀(☎055-650-5470) ○ 기타사항 : [붙임] 공고문 참고 ※기타 자세한 사항은 붙임의 공고문을 확인하여 주시기 바랍니다. ★★공고문 확인 먼저 부탁드립니다.★★ ★★담당자 1명이 전기자동차(승용,화물)서류 검토를 하고 있습니다. 통화량이 많을수록 업무처리가 지연되오니, 단순 차종별 보조금액 문의 및 처리독촉 전화는 삼가해 주시기 바랍니다.★★ ※시스템 접수 순으로 검토합니다. 단순 독촉 전화는 업무가 지연되오니 삼가해 주시기 바랍니다.※ ※지원가능확인요청 순으로 예산범위 내에서 대상자로 확정되며 대리점에서 지원가능확인요청을 누른 시점(시:분:초 단위로 모두 기록됨)을 기준으로 순서가 결정됩니다. ★주의사항★ 1. 자격부여는 대상자 선정된 것이 아니므로 출고 10일 전 지원가능 확인 요청 필수입니다. ※※자격부여만 받고 ""대상자 선정"" 없이 출고 시 보조금 지급 불가합니다.※※ 2. 전산상 잔여대수와 실제 잔여대수는 다릅니다. 3. 반든시 공고문 내 붙임 서식으로 접수해 주시기를 바랍니다. 4. 지원신청 및 지급신청 시 첨부파일은 1개의 PDF 파일로 저장하여 제출하시기를 바랍니다.",마감,
경남,사천시,전기승용,"경남 사천시 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 308 (37) (0) (19) (252) 302 (68) (9) (19) (206) 256 (61) (9) (19) (167) 52 (0) (0) (0) (85) ★ 6.26. 14:20 승용 29대 / 화물 18대 대상자선정 가능 ★ ★ 자격부여는 대상자선정이 아닙니다 ★ ◀ 왼쪽의 잔여대수와 실 잔여대수는 다릅니다. ▶ 2026년 사천시 전기자동차 보급사업(2차) 공고 ◀ 1. 보급대수: 189대(승용 120대, 화물50대, 승합 5대, 이륜 14대) ※보조금 차종별 차등지원에 따라 예산 범위 내 보급되며, 보급대수는 변동될 수 있음 2. 신청기간: 2026.5.15.(금) 10:00 ~ 예산 소진 시까지 3. 신청방법: 제조·판매사에서 저공해차 구매보조금지원시스템 신청 4. 대상자선정: 출고·등록순 5. 지원금액: 차종별 차등 지원, 붙임파일 참고 6. 문의처: 사천시 환경보호과 기후대기팀(☎055-831-2769) **민원전화 폭주로 업무처리가 지연됨에 따라 공고문 먼저 확인하시고 단순 접수 알림, 지원금액 문의, 처리 독촉 전화는 자제해주세요** ★주의사항★ 1. 자격부여만 받고 ""대상자 선정"" 없이 출고 시 보조금 지급 불가 2. 반드시 2026년도 공고문 내 붙임 서식으로 접수 (2025년도 양식으로 신청시 반려) 3. 전환지원금 관련하여 기존 차량 폐차, 판매는 지급신청 전까지 반드시 완료 4. 지원신청 및 지급신청 시 첨부파일은 1개의 pdf 파일로 저장하여 제출 접수 상황에 따라 당일 대상자 승인 및 출고 불가능할 수 있으니 미리 신청하시고 독촉 전화 삼가하여 주십시오.",마감,
경남,김해시,전기승용,"경남 김해시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 추경2차 1 추경2차 2 *일반: 출고등록순 *우선: 출고등록순 1245 (125) (0) (68) (1052) 1219 (171) (44) (45) (959) 1198 (169) (44) (45) (940) 47 (0) (0) (23) (112) ★★2026년도부터 차량 최초등록 이후 2년이내 김해시 외의 지역으로 매매시 회수요율에 따라 보조금(시비) 회수[최대 70%]되오니 유의하시기 바랍니다★★ ★★★★ 공고마감 ★★★★ 26. 5. 18. 15:55 접수마감했습니다 * (구)버전 아닌 신규 버전으로 입력바랍니다 이후 7월 공고예정입니다. ------------------------------------------------------------------------------------- 1차 공고: 1/26 ~ 접수: 1/28 ~4/6 ★2026년 김해시 전기자동차(승용)보급사업 공고 - 지원대수 : 1000대 ※ 자세한 내용은 김해시 공고문 참조바랍니다. ※ 반드시 공고문 숙지 후 신청바랍니다. 통화량이 많아 통화가 어려울 수 있습니다. ★ 주의사항 1. 출고기한이 만료된 기신청자는 지원신청서 재접수하여야 함 2. 전기차 보조금 지원대상자로 선정되었으나, 보조금 지급 청구기간 미도래로 보조금 미청구시 출고물량으로 확인 안됨 3. 잔여물량은 단순 참고용이며 실 잔여물량이 아님 4. 보급대수는 보급여건 및 예산범위 내에서 변동될 수 있음",마감,
경남,밀양시,전기승용,"경남 밀양시 전기승용 본공고 1 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 499 (50) (0) (25) (424) 278 (26) (8) (14) (230) 247 (26) (8) (14) (199) 252 (24) (0) (11) (225) ◀◀왼쪽의 잔여대수와 실잔여대수는 다릅니다. ** 업무처리가 지연됨에 따라 처리 독촉 및 접수 알림 전화는 자제 부탁드립니다. 신청 건은 접수 순서에 따라 순차적으로 처리되며, 담당자 1명이 모든 서류를 처리하고 있어 행사 지원 등으로 자리를 비우는 경우 당일 처리가 어려울 수 있습니다. 긴급한 건은 최소 하루 전까지 신청하여 주시기 바랍니다.** *** 공고문 9p의 ‘전기자동차 구매지원 신청 관련 유의사항’을 숙지하지 않아 발생하는 모든 불이익 및 책임은 구매자 및 신청자에게 있으며, 밀양시는 이에 대한 책임을 지지 않으니 필히 확인하시고 신청해주시기 바랍니다. ★신청시 유의사항★ ① 지원신청 및 지급신청 시 반드시 공고문에 포함되어 있는 서식을 참고하시어 모든 서류 일괄 스캔하여 1개로 첨부 바랍니다. ※ 작년 대비 지침 변경 사항이 있으니, 반드시 공고문을 확인하시기 바랍니다. ② 전환지원금은 ""개인""만 가능합니다.(개인사업자, 법인 불가) ③ 차종별로 보조금이 상이하므로 실 잔여 대수는 표기된 바와 다를 수 있습니다. ※ 보급대수는 예산편성 1대 기준단가로 계산된 수량이며, 신청 차종에 따라 보조금이 상이하므로 실제 보급물량은 공고 물량과 다를 수 있음. <2026년도 상반기 전기자동차(승용) 보급사업 공고 2차> 1. 신청기간: 2026. 4. 16.(목) ~ 예산 소진 시 조기 마감 2. 사업량: 승용 200대 (상반기 공고 잔여대수 포함 대수임) 3. 선정기준: 차량 출고등록순 4. 차종별 지원금액: 무공해차 통합관리시스템 > 구매보조금 지급현황 > 차종별 보조금> 밀양시 조회",마감,
